iter	Passed	Remaining
144	6622	39051
145	6666	38994
146	6707	38924
147	6741	38806
148	6787	38764
149	6819	38642
150	6865	38602
151	6888	38428
152	6937	38404
153	6977	38329
154	7011	38222
155	7066	38231
156	7105	38150
157	7143	38069
158	7181	37985
159	7220	37906
160	7257	37818
161	7294	37733
162	7334	37659
163	7368	37561
164	7389	37394
165	7435	37356
166	7454	37182
167	7498	37134
168	7521	36983
169	7563	36927
170	7586	36778
171	7626	36715
172	7656	36600
173	7694	36528
174	7728	36432
175	7762	36342
176	7795	36244
177	7825	36136
178	7858	36043
179	7891	35950
180	7938	35921
181	7991	35918
182	8040	35898
183	8088	35870
184	8137	35849
185	8183	35815
186	8220	35737
187	8236	35574
188	8278	35524
189	8316	35454
190	8332	35294
191	8374	35241
192	8414	35184
193	8442	35075
194	8483	35020
195	8530	34992
196	8573	34946
197	8603	34850
198	8644	34793
199	8681	34726
200	8715	34645
201	8751	34571
202	8787	34500
203	8823	34428
204	8845	34301
205	8890	34265
206	8927	34201
207	8966	34140
208	8989	34023
209	9029	33967
210	9064	33896
211	9109	33861
212	9144	33786
213	9179	33715
214	9219	33660
215	9242	33548
216	9284	33500
217	9316	33421
218	9354	33361
219	9392	33302
220	9425	33222
221	9459	33151
222	9496	33088
223	9537	33040
224	9576	32986
225	9616	32934
226	9652	32868
227	9686	32797
228	9724	32739
229	9761	32680
230	9802	32631
231	9854	32620
232	9903	32599
233	9955	32590
234	10001	32557
235	10048	32530
236	10096	32505
237	10147	32488
238	10196	32466
239	10238	32420
240	10270	32346
241	10308	32287
242	10344	32225
243	10384	32175
244	10425	32127
245	10452	32037
246	10493	31989
247	10534	31942
248	10559	31846
249	10600	31801
250	10635	31736
251	10671	31675
252	10707	31613
253	10742	31549
254	10777	31487
255	10818	31439
256	10853	31377
257	10889	31316
258	10927	31262
259	10962	31200
260	10998	31140
261	11034	31082
262	11071	31025
263	11105	30960
264	11147	30918
265	11186	30868
266	11224	30815
267	11261	30758
268	11300	30709
269	11336	30649
270	11372	30592
271	11407	30532
272	11446	30480
273	11487	30438
274	11526	30388
275	11569	30348
276	11619	30329
277	11678	30330
278	11728	30307
279	11769	30264
280	11787	30161
281	11825	30109
282	11870	30073
283	11900	30002
284	11942	29959
285	11956	29849
286	11995	29799
287	12040	29767
288	12072	29701
289	12119	29671
290	12144	29589
291	12189	29555
292	12235	29523
293	12274	29475
294	12310	29420
295	12338	29346
296	12379	29303
297	12416	29249
298	12453	29197
299	12490	29144
300	12527	29091
301	12579	29073
302	12628	29049
303	12660	28985
304	12702	28945
305	12719	28848
306	12762	28808
307	12803	28765
308	12839	28712
309	12860	28623
310	12899	28578
311	12942	28540
312	12979	28487
313	13019	28443
314	13060	28402
315	13109	28376
316	13148	28329
317	13192	28294
318	13237	28258
319	13264	28187
320	13313	28162
321	13337	28084
322	13384	28054
323	13425	28010
324	13443	27921
325	13488	27887
326	13514	27813
327	13553	27767
328	13585	27707
329	13634	27681
330	13671	27631
331	13714	27594
332	13754	27550
333	13791	27501
334	13828	27449
335	13864	27398
336	13886	27320
337	13929	27282
338	13962	27224
339	14002	27180
340	14037	27128
341	14070	27070
342	14103	27013
343	14138	26961
344	14182	26925
345	14216	26871
346	14252	26821
347	14288	26769
348	14321	26713
349	14355	26660
350	14400	26626
351	14438	26580
352	14485	26550
353	14529	26514
354	14573	26478
355	14615	26439
356	14656	26397
357	14700	26362
358	14741	26321
359	14791	26296
360	14827	26245
361	14871	26210
362	14912	26169
363	14953	26126
364	14994	26086
365	15032	26040
366	15090	26028
367	15137	25997
368	15184	25966
369	15225	25923
370	15271	25892
371	15320	25863
372	15371	25838
373	15417	25805
374	15467	25778
375	15509	25739
376	15554	25703
377	15587	25649
378	15632	25613
379	15674	25573
380	15707	25520
381	15758	25494
382	15801	25455
383	15847	25422
384	15880	25366
385	15931	25341
386	15969	25295
387	16015	25261
388	16061	25227
389	16108	25195
390	16153	25159
391	16186	25104
392	16235	25076
393	16277	25035
394	16322	24999
395	16356	24948
396	16414	24931
397	16444	24873
398	16494	24845
399	16529	24794
400	16578	24764
401	16611	24710
402	16660	24680
403	16705	24645
404	16750	24608
405	16787	24561
406	16828	24518
407	16861	24465
408	16908	24432
409	16943	24381
410	16993	24353
411	17039	24318
412	17083	24280
413	17109	24218
414	17153	24179
415	17192	24136
416	17232	24093
417	17262	24034
418	17329	24029
419	17367	23983
420	17410	23944
421	17465	23921
422	17523	23903
423	17574	23874
424	17621	23840
425	17655	23788
426	17718	23776
427	17760	23735
428	17818	23716
429	17875	23695
430	17931	23672
431	18004	23673
432	18045	23629
433	18097	23601
434	18140	23562
435	18191	23532
436	18232	23489
437	18274	23447
438	18313	23402
439	18359	23366
440	18399	23323
441	18442	23282
442	18480	23236
443	18525	23198
444	18564	23153
445	18602	23107
446	18644	23066
447	18689	23028
448	18739	22996
449	18787	22962
450	18814	22902
451	18869	22876
452	18947	22878
453	19021	22875
454	19071	22843
455	19123	22814
456	19161	22767
457	19207	22729
458	19249	22688
459	19283	22636
460	19335	22606
461	19380	22568
462	19427	22532
463	19470	22491
464	19503	22439
465	19548	22401
466	19587	22355
467	19633	22317
468	19678	22280
469	19720	22238
470	19775	22210
471	19817	22168
472	19849	22115
473	19895	22078
474	19928	22026
475	19975	21989
476	20012	21942
477	20064	21911
478	20107	21870
479	20144	21823
480	20190	21785
481	20208	21717
482	20248	21674
483	20288	21629
484	20326	21584
485	20365	21539
486	20411	21500
487	20453	21459
488	20496	21418
489	20541	21379
490	20580	21334
491	20618	21289
492	20651	21237
493	20696	21199
494	20731	21150
495	20774	21110
496	20817	21069
497	20863	21031
498	20905	20989
499	20944	20944
500	20986	20902
501	21026	20859
502	21071	20820
503	21113	20778
504	21155	20736
505	21196	20694
506	21236	20649
507	21277	20607
508	21314	20560
509	21354	20516
510	21393	20472
511	21432	20428
512	21472	20383
513	21512	20340
514	21551	20295
515	21603	20264
516	21651	20227
517	21687	20180
518	21729	20138
519	21770	20095
520	21806	20048
521	21856	20014
522	21895	19969
523	21937	19928
524	21976	19883
525	22015	19839
526	22065	19804
527	22103	19759
528	22141	19714
529	22185	19673
530	22233	19637
531	22279	19598
532	22320	19556
533	22369	19520
534	22407	19475
535	22448	19433
536	22485	19386
537	22547	19362
538	22582	19314
539	22624	19272
540	22675	19238
541	22716	19195
542	22769	19162
543	22820	19129
544	22867	19091
545	22909	19049
546	22954	19010
547	22988	18961
548	23037	18924
549	23070	18876
550	23119	18839
551	23160	18796
552	23190	18745
553	23236	18706
554	23282	18667
555	23325	18627
556	23371	18588
557	23413	18546
558	23463	18510
559	23498	18463
560	23546	18425
561	23590	18385
562	23627	18339
563	23676	18303
564	23716	18259
565	23761	18219
566	23802	18177
567	23837	18129
568	23890	18096
569	23933	18055
570	23982	18018
571	24021	17974
572	24071	17937
573	24108	17892
574	24159	17857
575	24200	17814
576	24239	17769
577	24281	17728
578	24313	17678
579	24357	17638
580	24390	17589
581	24443	17555
582	24485	17513
583	24520	17466
584	24582	17438
585	24621	17394
586	24667	17355
587	24710	17314
588	24758	17276
589	24802	17235
590	24852	17198
591	24888	17152
592	24936	17114
593	24979	17073
594	25022	17031
595	25072	16995
596	25108	16949
597	25156	16911
598	25198	16868
599	25227	16818
600	25277	16781
601	25311	16734
602	25360	16696
603	25396	16650
604	25445	16612
605	25487	16571
606	25528	16528
607	25556	16477
608	25607	16441
609	25649	16398
610	25691	16356
611	25725	16309
612	25770	16269
613	25811	16226
614	25845	16179
615	25892	16140
616	25928	16095
617	25975	16056
618	26015	16012
619	26057	15970
620	26105	15932
621	26151	15892
622	26194	15851
623	26241	15812
624	26275	15765
625	26330	15731
626	26375	15690
627	26420	15650
628	26465	15610
629	26508	15568
630	26543	15522
631	26590	15483
632	26625	15436
633	26672	15397
634	26715	15356
635	26754	15312
636	26799	15272
637	26841	15229
638	26878	15185
639	26940	15154
640	26985	15113
641	27023	15069
642	27059	15023
643	27092	14976
644	27132	14933
645	27172	14890
646	27206	14843
647	27248	14801
648	27271	14749
649	27321	14711
650	27359	14667
651	27400	14624
652	27437	14579
653	27476	14536
654	27522	14496
655	27566	14455
656	27599	14408
657	27643	14368
658	27676	14321
659	27718	14279
660	27759	14236
661	27799	14193
662	27833	14147
663	27884	14110
664	27926	14068
665	27960	14022
666	28006	13982
667	28037	13934
668	28082	13894
669	28125	13852
670	28161	13808
671	28210	13769
672	28245	13723
673	28287	13681
674	28324	13637
675	28372	13598
676	28417	13557
677	28453	13513
678	28495	13471
679	28527	13424
680	28577	13386
681	28619	13344
682	28660	13301
683	28708	13262
684	28752	13221
685	28794	13180
686	28833	13136
687	28874	13094
688	28920	13054
689	28953	13008
690	29005	12970
691	29049	12929
692	29095	12889
693	29129	12843
694	29168	12800
695	29207	12757
696	29251	12716
697	29288	12671
698	29334	12631
699	29379	12591
700	29416	12547
701	29465	12508
702	29511	12467
703	29553	12425
704	29585	12379
705	29639	12342
706	29682	12301
707	29716	12256
708	29765	12216
709	29805	12174
710	29846	12131
711	29896	12092
712	29936	12050
713	29981	12009
714	30024	11967
715	30063	11924
716	30098	11879
717	30145	11839
718	30187	11797
719	30235	11758
720	30271	11714
721	30319	11674
722	30362	11632
723	30399	11588
724	30445	11548
725	30488	11506
726	30532	11465
727	30572	11422
728	30615	11381
729	30661	11340
730	30699	11297
731	30748	11257
732	30792	11216
733	30838	11175
734	30885	11135
735	30928	11093
736	30972	11052
737	31012	11009
738	31055	10968
739	31098	10926
740	31137	10883
741	31182	10842
742	31222	10799
743	31269	10759
744	31310	10717
745	31356	10676
746	31405	10636
747	31447	10594
748	31479	10549
749	31526	10508
750	31567	10466
751	31615	10426
752	31658	10384
753	31701	10342
754	31741	10300
755	31788	10259
756	31833	10218
757	31880	10178
758	31932	10139
759	31972	10096
760	32015	10054
761	32048	10009
762	32092	9968
763	32134	9926
764	32181	9885
765	32230	9845
766	32290	9809
767	32335	9768
768	32375	9725
769	32424	9685
770	32466	9643
771	32509	9601
772	32545	9557
773	32589	9515
774	32630	9473
775	32664	9428
776	32712	9388
777	32749	9344
778	32796	9304
779	32840	9262
780	32878	9219
781	32907	9173
782	32955	9133
783	33000	9091
784	33043	9050
785	33078	9006
786	33127	8965
787	33168	8923
788	33209	8881
789	33256	8840
790	33296	8797
791	33336	8755
792	33382	8713
793	33428	8672
794	33477	8632
795	33520	8590
796	33560	8547
797	33603	8506
798	33651	8465
799	33691	8422
800	33725	8378
801	33766	8336
802	33792	8290
803	33841	8249
804	33887	8208
805	33931	8167
806	33969	8124
807	34015	8082
808	34052	8039
809	34092	7997
810	34131	7954
811	34172	7911
812	34213	7869
813	34258	7828
814	34301	7786
815	34344	7744
816	34390	7703
817	34424	7659
818	34467	7617
819	34504	7574
820	34545	7531
821	34588	7489
822	34623	7446
823	34670	7405
824	34702	7361
825	34742	7318
826	34784	7276
827	34824	7234
828	34865	7191
829	34904	7149
830	34941	7105
831	34990	7065
832	35030	7022
833	35072	6980
834	35114	6938
835	35158	6897
836	35201	6855
837	35236	6811
838	35283	6770
839	35316	6726
840	35356	6684
841	35395	6641
842	35443	6601
843	35488	6559
844	35529	6517
845	35564	6473
846	35609	6432
847	35653	6390
848	35694	6348
849	35736	6306
850	35771	6263
851	35821	6222
852	35860	6179
853	35905	6138
854	35949	6096
855	36000	6056
856	36047	6014
857	36089	5972
858	36124	5929
859	36170	5888
860	36204	5844
861	36252	5803
862	36297	5762
863	36335	5719
864	36380	5677
865	36421	5635
866	36462	5593
867	36485	5548
868	36539	5508
869	36578	5465
870	36617	5423
871	36659	5381
872	36701	5339
873	36743	5297
874	36784	5254
875	36825	5212
876	36873	5171
877	36914	5129
878	36959	5087
879	37006	5046
880	37048	5004
881	37089	4962
882	37134	4920
883	37176	4878
884	37212	4835
885	37257	4793
886	37304	4752
887	37348	4710
888	37386	4668
889	37438	4627
890	37491	4586
891	37539	4545
892	37589	4503
893	37634	4462
894	37678	4420
895	37719	4378
896	37767	4336
897	37809	4294
898	37846	4251
899	37888	4209
900	37934	4168
901	37975	4125
902	38008	4082
903	38054	4041
904	38095	3999
905	38140	3957
906	38181	3915
907	38222	3872
908	38266	3830
909	38309	3788
910	38343	3745
911	38389	3704
912	38424	3661
913	38471	3619
914	38520	3578
915	38563	3536
916	38599	3493
917	38649	3452
918	38689	3410
919	38721	3367
920	38768	3325
921	38800	3282
922	38847	3240
923	38881	3198
924	38931	3156
925	38974	3114
926	39010	3072
927	39061	3030
928	39104	2988
929	39143	2946
930	39167	2902
931	39217	2861
932	39259	2819
933	39295	2776
934	39343	2735
935	39385	2693
936	39423	2650
937	39470	2608
938	39515	2567
939	39561	2525
940	39600	2482
941	39641	2440
942	39690	2399
943	39734	2357
944	39774	2314
945	39820	2273
946	39864	2231
947	39907	2189
948	39947	2146
949	39989	2104
950	40033	2062
951	40064	2020
952	40109	1978
953	40143	1935
954	40195	1894
955	40238	1851
956	40278	1809
957	40325	1767
958	40349	1725
959	40395	1683
960	40439	1641
961	40482	1599
962	40522	1556
963	40567	1514
964	40602	1472
965	40648	1430
966	40687	1388
967	40720	1346
968	40764	1304
969	40799	1261
970	40845	1219
971	40882	1177
972	40921	1135
973	40960	1093
974	41009	1051
975	41055	1009
976	41104	967
977	41147	925
978	41182	883
979	41228	841
980	41266	799
981	41309	757
982	41352	715
983	41386	672
984	41432	630
985	41465	588
986	41513	546
987	41555	504
988	41591	462
989	41635	420
990	41681	378
991	41726	336
992	41778	294
993	41813	252
994	41861	210
995	41901	168
996	41944	126
997	41983	84
998	42025	42
999	42064	0
