iter	Logloss	Accuracy
155	0.2714512047	0.9014752371
156	0.2710242408	0.9025289779
157	0.2706390246	0.9025289779
158	0.2699071042	0.9035827187
159	0.2694210618	0.9046364594
160	0.268771059	0.9035827187
161	0.2683764797	0.904109589
162	0.2679400869	0.9035827187
163	0.2672782984	0.9035827187
164	0.2668858615	0.9035827187
165	0.2661309274	0.9046364594
166	0.2658219943	0.9046364594
167	0.2651373699	0.9030558483
168	0.2647045494	0.9035827187
169	0.2639765233	0.9046364594
170	0.2636103619	0.9051633298
171	0.2632019572	0.9062170706
172	0.2628733046	0.9062170706
173	0.2619482438	0.9072708114
174	0.2616385233	0.9072708114
175	0.2612667318	0.906743941
176	0.260929237	0.9077976818
177	0.2604539196	0.9088514226
178	0.2602329173	0.9088514226
179	0.259602567	0.9104320337
180	0.2591738438	0.9104320337
181	0.2585583704	0.9104320337
182	0.2578838792	0.9104320337
183	0.2575322006	0.9104320337
184	0.2566056925	0.9104320337
185	0.256001233	0.9125395153
186	0.2557061663	0.9125395153
187	0.2551013267	0.9130663857
188	0.2545008401	0.9130663857
189	0.2540443857	0.9125395153
190	0.2536698095	0.9125395153
191	0.2532357342	0.9120126449
192	0.252892915	0.9120126449
193	0.2525657694	0.9130663857
194	0.2520885643	0.9125395153
195	0.2516088038	0.9125395153
196	0.2511276796	0.9135932561
197	0.2505961529	0.9141201264
198	0.2501867493	0.9141201264
199	0.2498393832	0.9146469968
200	0.2492716555	0.9167544784
201	0.2485372697	0.9146469968
202	0.2479535582	0.9146469968
203	0.247256699	0.916227608
204	0.2469028202	0.9146469968
205	0.2464928047	0.9167544784
206	0.2462680933	0.9151738672
207	0.2459708769	0.9141201264
208	0.2457101596	0.9141201264
209	0.2453025861	0.9141201264
210	0.2446877614	0.9141201264
211	0.2445452774	0.9135932561
212	0.2442474245	0.9135932561
213	0.2439037852	0.9141201264
214	0.2436332806	0.9135932561
215	0.2433142934	0.9135932561
216	0.2427832433	0.9151738672
217	0.2425068532	0.9151738672
218	0.242135894	0.9151738672
219	0.2417731	0.916227608
220	0.2414293252	0.916227608
221	0.2410502005	0.9167544784
222	0.2406712207	0.9167544784
223	0.2405576858	0.9157007376
224	0.2400779381	0.9167544784
225	0.2395946761	0.9167544784
226	0.2391990444	0.9172813488
227	0.2386947027	0.9183350896
228	0.2383372703	0.9183350896
229	0.2378040142	0.9178082192
230	0.237303507	0.9183350896
231	0.2371196287	0.9183350896
232	0.2368299568	0.91886196
233	0.2362693458	0.9193888303
234	0.2358291751	0.9193888303
235	0.2353891766	0.9193888303
236	0.2348890767	0.9183350896
237	0.2344845237	0.9183350896
238	0.2343844696	0.9183350896
239	0.2340799568	0.9183350896
240	0.2338471261	0.9183350896
241	0.2333547465	0.9193888303
242	0.232930053	0.9193888303
243	0.2323950468	0.9204425711
244	0.2322911655	0.9204425711
245	0.2317245613	0.9183350896
246	0.231459787	0.9204425711
247	0.2310885097	0.9199157007
248	0.2308669152	0.9199157007
249	0.2306585807	0.9204425711
250	0.2300660653	0.9209694415
251	0.2297606421	0.9209694415
252	0.2294949672	0.9209694415
253	0.2292918065	0.9209694415
254	0.2288520595	0.9214963119
255	0.2284457835	0.9214963119
256	0.2280680211	0.9214963119
257	0.2278001486	0.9214963119
258	0.227490172	0.925711275
259	0.227007492	0.9241306639
260	0.2267743468	0.9262381454
261	0.2263722906	0.9241306639
262	0.2258865671	0.9262381454
263	0.225428096	0.9272918862
264	0.2252623034	0.9272918862
265	0.224681449	0.9246575342
266	0.2242409218	0.9246575342
267	0.2234306267	0.9288724974
268	0.2230938308	0.9272918862
269	0.222676758	0.9278187566
270	0.2225241431	0.9278187566
271	0.2220839384	0.9304531085
272	0.2218526925	0.9293993678
273	0.2215561154	0.9293993678
274	0.2210217021	0.9293993678
275	0.2208127549	0.9304531085
276	0.2202606685	0.9304531085
277	0.2198303981	0.9309799789
278	0.2194560939	0.9320337197
279	0.2191120405	0.9320337197
280	0.2188896747	0.9320337197
281	0.2186075595	0.9309799789
282	0.2184654007	0.9320337197
283	0.2183996838	0.9320337197
284	0.2180618229	0.9330874605
285	0.2179601328	0.9320337197
286	0.2176053696	0.9336143309
287	0.2173595249	0.9325605901
288	0.2167383961	0.9346680717
289	0.2165281956	0.9346680717
290	0.2163911879	0.9346680717
291	0.2158967679	0.9341412013
292	0.2158036891	0.9341412013
293	0.2155089423	0.9346680717
294	0.2153732732	0.9346680717
295	0.2151531087	0.9346680717
296	0.2148843636	0.9346680717
297	0.2143473729	0.935194942
298	0.2139506461	0.935194942
299	0.2138504961	0.935194942
300	0.2136613243	0.9346680717
301	0.2134349528	0.9346680717
302	0.212839004	0.9346680717
303	0.2126225852	0.9346680717
304	0.2123231681	0.9346680717
305	0.2120511791	0.9357218124
306	0.2118742492	0.9362486828
307	0.2115244099	0.9362486828
308	0.211147831	0.9362486828
309	0.2108180245	0.9362486828
310	0.2106576078	0.9362486828
311	0.2103650841	0.935194942
312	0.2101286695	0.935194942
313	0.2097898963	0.935194942
314	0.2095519689	0.9357218124
315	0.2092779149	0.9362486828
316	0.2092328	0.9362486828
317	0.2084411537	0.9362486828
318	0.2080917934	0.9388830348
319	0.2079219983	0.9388830348
320	0.2076803351	0.9388830348
321	0.2074865995	0.9394099052
322	0.207060624	0.9394099052
323	0.2066764189	0.9394099052
324	0.2060624936	0.9409905163
325	0.2058873643	0.9394099052
326	0.2056028259	0.9409905163
327	0.2052999135	0.9399367756
328	0.2048872772	0.9404636459
329	0.2044801649	0.9409905163
330	0.2043530571	0.9409905163
331	0.2039804397	0.9404636459
332	0.2035897116	0.9409905163
333	0.2030362403	0.9409905163
334	0.202763634	0.9404636459
335	0.2025630511	0.9404636459
336	0.2020471914	0.9409905163
337	0.2018739588	0.9409905163
338	0.2015247589	0.9415173867
339	0.2013228273	0.9415173867
340	0.200776906	0.9415173867
341	0.2003647708	0.9415173867
342	0.2000509708	0.9415173867
343	0.1998277291	0.9420442571
344	0.1996706509	0.9420442571
345	0.1994360205	0.9415173867
346	0.1991631185	0.9420442571
347	0.1988934625	0.9415173867
348	0.1988763173	0.9415173867
349	0.1985097846	0.9415173867
350	0.1977278783	0.9430979979
351	0.1975240041	0.9430979979
352	0.1973842179	0.9420442571
353	0.1971451373	0.9425711275
354	0.1969728559	0.9430979979
355	0.1967751965	0.9441517387
356	0.1963618676	0.9441517387
357	0.1960602488	0.9446786091
358	0.1958158327	0.9446786091
359	0.1951623911	0.9457323498
360	0.1948299561	0.9457323498
361	0.194622012	0.9457323498
362	0.1944056981	0.9457323498
363	0.1941650615	0.9457323498
364	0.1935924418	0.9457323498
365	0.1931514346	0.9457323498
366	0.192833314	0.9452054795
367	0.1923374882	0.9457323498
368	0.1920594115	0.9457323498
369	0.1913618593	0.9452054795
370	0.1909435731	0.9452054795
371	0.1907224838	0.9462592202
372	0.1905005039	0.9462592202
373	0.1901094839	0.9457323498
374	0.1899969939	0.9457323498
375	0.1898866037	0.9457323498
376	0.1895912019	0.9457323498
377	0.1895114415	0.9457323498
378	0.1894521317	0.9457323498
379	0.1891534326	0.9457323498
380	0.1886909166	0.9462592202
381	0.1880257956	0.9462592202
382	0.1873968047	0.9478398314
383	0.1870267513	0.9478398314
384	0.1868363388	0.9478398314
385	0.18668291	0.9478398314
386	0.1862883598	0.9478398314
387	0.1859055976	0.9478398314
388	0.1857063335	0.9478398314
389	0.1854310291	0.9478398314
390	0.1851011996	0.9494204426
391	0.1847657991	0.949947313
392	0.1843337142	0.949947313
393	0.1840423986	0.949947313
394	0.183473013	0.9510010537
395	0.1832777991	0.9510010537
396	0.1828793977	0.9515279241
397	0.1826335642	0.9515279241
398	0.1823654132	0.9515279241
399	0.182233482	0.9515279241
400	0.1820363509	0.9515279241
401	0.1819185469	0.9515279241
402	0.1816531483	0.9515279241
403	0.181077624	0.9515279241
404	0.1806586026	0.9520547945
405	0.1805759471	0.9520547945
406	0.1803926271	0.9520547945
407	0.1797846123	0.9520547945
408	0.1794144886	0.9520547945
409	0.1790431233	0.9525816649
410	0.1784315036	0.9531085353
411	0.1781491817	0.9552160169
412	0.1781314395	0.9552160169
413	0.1776145849	0.9552160169
414	0.1774596031	0.9552160169
415	0.1771078975	0.9552160169
416	0.1768443713	0.9552160169
417	0.1765074832	0.9557428872
418	0.1763317589	0.9557428872
419	0.1758654769	0.9557428872
420	0.1756515538	0.9552160169
421	0.1750822492	0.9552160169
422	0.1745064126	0.9546891465
423	0.1740312229	0.9546891465
424	0.1740092309	0.9546891465
425	0.173542201	0.9557428872
426	0.1732199181	0.9552160169
427	0.1730376895	0.9552160169
428	0.172608477	0.9552160169
429	0.1723020776	0.9552160169
430	0.1719394458	0.956796628
431	0.1715337817	0.9562697576
432	0.1711483477	0.9562697576
433	0.1709654465	0.9562697576
434	0.170781964	0.9562697576
435	0.170544285	0.9562697576
436	0.1701610035	0.9562697576
437	0.1699427125	0.9562697576
438	0.1696893649	0.9562697576
439	0.1693271749	0.9562697576
440	0.1689825233	0.9557428872
441	0.1687761108	0.9557428872
442	0.1684705407	0.9557428872
443	0.1680949981	0.9557428872
444	0.1679732407	0.9557428872
445	0.1676375766	0.9562697576
446	0.1676167284	0.9562697576
447	0.1672196505	0.9562697576
448	0.1666796932	0.956796628
449	0.1664489838	0.956796628
450	0.1662047971	0.956796628
451	0.165774178	0.956796628
452	0.1652550518	0.956796628
453	0.1648705399	0.956796628
454	0.164525463	0.956796628
455	0.1641609219	0.956796628
456	0.1636139213	0.956796628
457	0.1634553584	0.956796628
458	0.1630235135	0.9583772392
459	0.1628823728	0.9583772392
460	0.1625491471	0.95943098
461	0.1620289386	0.9599578504
462	0.1618257392	0.9599578504
463	0.1614251612	0.9599578504
464	0.1611065495	0.9599578504
465	0.1608182833	0.9610115911
466	0.1605235675	0.9610115911
467	0.1602628917	0.9610115911
468	0.1601188145	0.9610115911
469	0.1596878108	0.9615384615
470	0.1593912125	0.9615384615
471	0.1589888104	0.9625922023
472	0.1587539756	0.9625922023
473	0.1585244727	0.9631190727
474	0.1582097038	0.9631190727
475	0.1580291271	0.9631190727
476	0.1577804198	0.9631190727
477	0.1575847764	0.9631190727
478	0.1574275235	0.9631190727
479	0.1573017171	0.9631190727
480	0.1567765189	0.9636459431
481	0.1564507698	0.9636459431
482	0.1561500558	0.9636459431
483	0.156083604	0.9636459431
484	0.1559914991	0.9636459431
485	0.1557165126	0.9636459431
486	0.155529592	0.9636459431
487	0.1550907735	0.9636459431
488	0.1546806338	0.9636459431
489	0.1543483193	0.9636459431
490	0.1538193495	0.9641728135
491	0.1536103606	0.9641728135
492	0.1532305791	0.9646996839
493	0.1527609804	0.9652265543
494	0.1524026815	0.9652265543
495	0.152132627	0.9652265543
496	0.1520700211	0.9652265543
497	0.1517431476	0.9657534247
498	0.1515303138	0.9652265543
499	0.1512418273	0.9652265543
500	0.1510250233	0.9657534247
501	0.1508602099	0.9652265543
502	0.1505035529	0.9657534247
503	0.1503410345	0.9657534247
504	0.1502402278	0.9657534247
505	0.150076896	0.966280295
506	0.1497831769	0.966280295
507	0.1493885701	0.966280295
508	0.1491759868	0.966280295
509	0.1489002828	0.966280295
510	0.1488360779	0.966280295
511	0.1486576813	0.966280295
512	0.1484034542	0.9668071654
513	0.1481338807	0.966280295
514	0.1478971432	0.9668071654
515	0.1475067171	0.9668071654
516	0.1474102313	0.9668071654
517	0.1472200417	0.9668071654
518	0.1469469573	0.9668071654
519	0.1467617648	0.9668071654
520	0.146258333	0.9673340358
521	0.1459220389	0.9673340358
522	0.1456219151	0.9668071654
523	0.14536165	0.9668071654
524	0.145045625	0.9673340358
525	0.1448495947	0.9673340358
526	0.1447161546	0.9673340358
527	0.144564126	0.9678609062
528	0.1443135667	0.9673340358
529	0.1440499251	0.9673340358
530	0.144013802	0.9673340358
531	0.1436874891	0.9678609062
532	0.1435738932	0.9678609062
533	0.1433052467	0.9678609062
534	0.1432431939	0.9678609062
535	0.1429553843	0.9673340358
536	0.1426085073	0.9678609062
537	0.1424157582	0.9678609062
538	0.1422296558	0.968914647
539	0.1418643529	0.9683877766
540	0.1418338919	0.968914647
541	0.1416843903	0.9678609062
542	0.1412832505	0.9699683878
543	0.1409592016	0.9699683878
544	0.1407035053	0.9694415174
545	0.1405781369	0.9694415174
546	0.1405455365	0.9694415174
547	0.1403166491	0.9699683878
548	0.1398479397	0.9699683878
549	0.1396234611	0.9699683878
550	0.1395937561	0.9699683878
551	0.139427817	0.9699683878
552	0.1391259231	0.9699683878
553	0.1387997241	0.9699683878
554	0.1385538473	0.9699683878
555	0.1382954711	0.9704952582
556	0.1380737009	0.9704952582
557	0.1378748339	0.9704952582
558	0.1376054995	0.9699683878
559	0.1372557359	0.9710221286
560	0.1370401267	0.9710221286
561	0.1369287514	0.9710221286
562	0.1368057702	0.9710221286
563	0.1367023269	0.9710221286
564	0.1366831422	0.9710221286
565	0.1364949914	0.9710221286
566	0.1361310337	0.9710221286
567	0.1358972226	0.9710221286
568	0.1356315515	0.9710221286
569	0.1353435888	0.9710221286
570	0.1352197334	0.9710221286
571	0.1348939901	0.9715489989
572	0.1347034039	0.9715489989
573	0.1346919798	0.9715489989
574	0.1343771297	0.9715489989
575	0.1342694235	0.9715489989
576	0.1342431117	0.9715489989
577	0.1338415685	0.9715489989
578	0.1337494626	0.9715489989
579	0.1334249541	0.9715489989
580	0.1333410861	0.9720758693
581	0.1331799803	0.9720758693
582	0.132856848	0.9726027397
583	0.1327363318	0.9720758693
584	0.132415383	0.9720758693
585	0.1321724203	0.9736564805
586	0.1320939199	0.9736564805
587	0.1316460227	0.9736564805
588	0.1314982078	0.9736564805
589	0.1312289193	0.9741833509
590	0.1310289728	0.9736564805
591	0.1308663461	0.9736564805
592	0.1305706987	0.9741833509
593	0.1304241426	0.9741833509
594	0.1302522527	0.9741833509
595	0.1300451311	0.9741833509
596	0.1297146081	0.9747102213
597	0.1295183718	0.9741833509
598	0.129462652	0.9741833509
599	0.1290779203	0.9741833509
600	0.1288945971	0.9741833509
601	0.1288011887	0.9741833509
602	0.1285881527	0.9752370917
603	0.1282657356	0.9752370917
604	0.1280674982	0.9762908325
605	0.1280268929	0.9762908325
606	0.1278516379	0.9762908325
607	0.1276639266	0.9762908325
608	0.1275202099	0.9762908325
609	0.1273801279	0.9762908325
610	0.1271617636	0.9762908325
611	0.1270822049	0.9762908325
612	0.1268101476	0.9762908325
613	0.1266494371	0.9762908325
614	0.1263947416	0.9762908325
615	0.1262402841	0.9762908325
616	0.1261551563	0.9762908325
617	0.1260984133	0.9762908325
618	0.1258371773	0.9762908325
619	0.1256485689	0.9768177028
620	0.1252436195	0.9768177028
621	0.1249443707	0.9768177028
622	0.1248812228	0.9768177028
623	0.1246240988	0.9773445732
624	0.1245307286	0.9768177028
625	0.1244110611	0.9768177028
626	0.1240588679	0.9773445732
627	0.1239364642	0.9773445732
628	0.1237738329	0.9773445732
629	0.1236185903	0.9773445732
630	0.1233113388	0.9773445732
631	0.1232981547	0.9773445732
632	0.1230903015	0.9773445732
633	0.122984039	0.9778714436
634	0.1227534389	0.9778714436
635	0.1225701756	0.9778714436
636	0.1224206085	0.9773445732
637	0.1223389018	0.9773445732
638	0.1220485942	0.9778714436
639	0.1218968163	0.9778714436
640	0.1218066213	0.9778714436
641	0.1217367593	0.9778714436
642	0.1215934789	0.9773445732
643	0.1215720733	0.9773445732
644	0.1213630098	0.9778714436
645	0.1210943253	0.9778714436
646	0.1209796319	0.9778714436
647	0.1208508623	0.9778714436
648	0.1208429094	0.9778714436
649	0.1207167667	0.9778714436
650	0.1204384074	0.9789251844
651	0.1201534594	0.9789251844
652	0.120008037	0.9794520548
653	0.1199991263	0.9794520548
654	0.119802779	0.9794520548
655	0.1196720467	0.9794520548
656	0.1195506167	0.9794520548
657	0.1194610013	0.9794520548
658	0.1193989355	0.9794520548
659	0.1191458028	0.9794520548
660	0.1189705231	0.9789251844
661	0.1188260254	0.9789251844
662	0.1186044901	0.9794520548
663	0.1185354787	0.9799789252
664	0.1183348619	0.9789251844
665	0.1181005412	0.9794520548
666	0.117829018	0.9799789252
667	0.1175066186	0.9799789252
668	0.1173404744	0.9799789252
669	0.1171183591	0.9799789252
670	0.1168165537	0.9805057956
671	0.1166578738	0.9805057956
672	0.1166462665	0.9805057956
673	0.1165708678	0.981032666
674	0.1164664667	0.981032666
675	0.1164327346	0.981032666
676	0.1162882668	0.981032666
677	0.116241443	0.981032666
678	0.1161855939	0.981032666
679	0.1160839438	0.981032666
680	0.1159372231	0.981032666
681	0.1157433229	0.981032666
682	0.1155907012	0.981032666
683	0.1154595509	0.981032666
684	0.115162288	0.981032666
685	0.1149698015	0.981032666
686	0.1148563252	0.981032666
687	0.1146156842	0.981032666
688	0.11442285	0.981032666
689	0.1143949905	0.981032666
690	0.1141169386	0.981032666
691	0.1139814293	0.981032666
692	0.1138151578	0.981032666
693	0.1137307397	0.981032666
694	0.1134892603	0.981032666
695	0.1134510962	0.981032666
696	0.1133550518	0.981032666
697	0.1131660214	0.981032666
698	0.1130042328	0.981032666
699	0.1129071158	0.981032666
700	0.1128115963	0.9820864067
701	0.112721772	0.9820864067
702	0.1124656998	0.9820864067
703	0.1124213763	0.9820864067
704	0.1122076016	0.9826132771
705	0.1120700757	0.9826132771
706	0.1119507369	0.9826132771
707	0.1118726828	0.9826132771
708	0.1117429068	0.9826132771
709	0.1116045167	0.9826132771
710	0.1113658909	0.9826132771
711	0.1112836458	0.9826132771
712	0.1110535546	0.9826132771
713	0.1109260574	0.9826132771
714	0.1107526887	0.9826132771
715	0.110620864	0.9826132771
716	0.1104372028	0.9826132771
717	0.1102319048	0.9826132771
718	0.1101310903	0.9826132771
719	0.1099397213	0.9826132771
720	0.1097759562	0.9826132771
721	0.1096194623	0.9826132771
722	0.1094837583	0.9826132771
723	0.1093362095	0.9826132771
724	0.1091468133	0.9826132771
725	0.1091397524	0.9826132771
726	0.1089424386	0.9826132771
727	0.1088765208	0.9826132771
728	0.1088331211	0.9826132771
729	0.1087815442	0.9826132771
730	0.1086809543	0.9826132771
731	0.1085133108	0.9826132771
732	0.1084439518	0.9826132771
733	0.1082847811	0.9826132771
734	0.1080243978	0.9826132771
735	0.1079996826	0.9826132771
736	0.107848386	0.9826132771
737	0.1075483314	0.9826132771
738	0.1074680982	0.9826132771
739	0.1074241601	0.9826132771
740	0.1073280556	0.9826132771
741	0.1072416343	0.9826132771
742	0.1070592029	0.9826132771
743	0.1069549217	0.9826132771
744	0.1066033024	0.9826132771
745	0.1064559312	0.9826132771
746	0.1063197743	0.9826132771
747	0.1062175451	0.9826132771
748	0.1061591423	0.9826132771
749	0.1060828054	0.9826132771
750	0.1057297078	0.9826132771
751	0.1056497693	0.9826132771
752	0.1055159833	0.9826132771
753	0.1055030246	0.9826132771
754	0.1054207974	0.9826132771
755	0.1052942385	0.9826132771
756	0.1051992785	0.9826132771
757	0.1051356223	0.9826132771
758	0.1049670689	0.9826132771
759	0.104859821	0.9826132771
760	0.1044881445	0.9826132771
761	0.104348684	0.9826132771
762	0.1042309295	0.9826132771
763	0.104162715	0.9826132771
764	0.1040231917	0.9826132771
765	0.1037481253	0.9826132771
766	0.1036553591	0.9826132771
767	0.1035339569	0.9826132771
768	0.1034865961	0.9826132771
769	0.1032307366	0.9831401475
770	0.1029298702	0.9831401475
771	0.102745086	0.9831401475
772	0.1026567388	0.9831401475
773	0.1026149928	0.9831401475
774	0.1024530767	0.9831401475
775	0.1023490047	0.9831401475
776	0.1021100855	0.9831401475
777	0.1019622484	0.9831401475
778	0.1018842947	0.9831401475
779	0.1018362983	0.9831401475
780	0.1017614152	0.9831401475
781	0.1016532792	0.9831401475
782	0.1014558334	0.9831401475
783	0.101331372	0.9831401475
784	0.1013231389	0.9831401475
785	0.1013188727	0.9831401475
786	0.1013032044	0.9831401475
787	0.1011640479	0.9831401475
788	0.1010084109	0.9831401475
789	0.1008897707	0.9831401475
790	0.100821297	0.9831401475
791	0.1007097614	0.9831401475
792	0.1005473827	0.9831401475
793	0.1004910784	0.9831401475
794	0.1003783156	0.9831401475
795	0.1003455818	0.9831401475
796	0.1001907272	0.9831401475
797	0.1000424848	0.9831401475
798	0.09990388006	0.9831401475
799	0.09985662443	0.9831401475
800	0.09972747984	0.9831401475
801	0.09971812347	0.9831401475
802	0.09951865547	0.9831401475
803	0.09946058674	0.9831401475
804	0.09938222121	0.9831401475
805	0.09933321341	0.9831401475
806	0.09922090269	0.9831401475
807	0.09904544993	0.9831401475
808	0.09903124204	0.9831401475
809	0.09901182247	0.9831401475
810	0.09887162819	0.9831401475
811	0.09850668227	0.9831401475
812	0.09825755973	0.9831401475
813	0.09811386824	0.9836670179
814	0.09800067567	0.9836670179
815	0.09768864259	0.9836670179
816	0.09765548153	0.9836670179
817	0.09758387817	0.9836670179
818	0.09722949561	0.9836670179
819	0.09714966191	0.9836670179
820	0.09695837172	0.9836670179
821	0.09681972464	0.9836670179
822	0.09671395355	0.9836670179
823	0.09660071347	0.9836670179
824	0.09655641539	0.9836670179
825	0.09641157247	0.9836670179
826	0.09634732039	0.9836670179
827	0.09627512961	0.9836670179
828	0.09616229415	0.9836670179
829	0.09611458175	0.9836670179
830	0.09600862491	0.9836670179
831	0.09597371366	0.9836670179
832	0.09590927805	0.9836670179
833	0.09573004754	0.9836670179
834	0.09563946766	0.9836670179
835	0.0955130984	0.9836670179
836	0.09537047055	0.9836670179
837	0.09535368853	0.9836670179
838	0.09527099948	0.9836670179
839	0.09521917459	0.9841938883
840	0.09513549193	0.9841938883
841	0.094995658	0.9841938883
842	0.09487769156	0.9841938883
843	0.09482865851	0.9841938883
844	0.09479361664	0.9841938883
845	0.09474732121	0.9841938883
846	0.09471065583	0.9841938883
847	0.09464361654	0.9841938883
848	0.09461831937	0.9841938883
849	0.09446719591	0.9841938883
850	0.09440335561	0.9841938883
851	0.09428090007	0.9841938883
852	0.09425789149	0.9841938883
853	0.0941777716	0.9841938883
854	0.09399320782	0.9841938883
855	0.09386408117	0.9841938883
856	0.09385582914	0.9841938883
857	0.09382055734	0.9841938883
858	0.09374831531	0.9841938883
859	0.09374237772	0.9841938883
860	0.09371123835	0.9841938883
861	0.09359061706	0.9841938883
862	0.09345840709	0.9841938883
863	0.0933439869	0.9841938883
864	0.09322313324	0.9841938883
865	0.09315605083	0.9841938883
866	0.09301436238	0.9841938883
867	0.09281915057	0.9841938883
868	0.09269869078	0.9841938883
869	0.09265468896	0.9841938883
870	0.09263456815	0.9841938883
871	0.09263044519	0.9841938883
872	0.09255205559	0.9841938883
873	0.0924397544	0.9841938883
874	0.09241204281	0.9841938883
875	0.09234352932	0.9841938883
876	0.09222611933	0.9841938883
877	0.09218054634	0.9841938883
878	0.09216364669	0.9841938883
879	0.09211639321	0.9841938883
880	0.09207378768	0.9841938883
881	0.09198007459	0.9847207587
882	0.09186013925	0.9847207587
