,urls
302,https://www.seek.com.au/job/37396971?type=standard
303,https://www.seek.com.au/job/37337093?type=standout
304,https://www.seek.com.au/job/37337092?type=standout
305,https://www.seek.com.au/job/37337090?type=standout
306,https://www.seek.com.au/job/37396494?type=standard
307,https://www.seek.com.au/job/37396079?type=standard
308,https://www.seek.com.au/job/37334863?type=standard
309,https://www.seek.com.au/job/37392376?type=standout
310,https://www.seek.com.au/job/37392369?type=standard
311,https://www.seek.com.au/job/37393874?type=standard
312,https://www.seek.com.au/job/37392087?type=standout
313,https://www.seek.com.au/job/37392001?type=standard
314,https://www.seek.com.au/job/37391179?type=standard
315,https://www.seek.com.au/job/37389801?type=standout
316,https://www.seek.com.au/job/37388872?type=standard
317,https://www.seek.com.au/job/37388192?type=standard
318,https://www.seek.com.au/job/37387866?type=standout
319,https://www.seek.com.au/job/37386516?type=standout
320,https://www.seek.com.au/job/37387097?type=standard
321,https://www.seek.com.au/job/37387096?type=standard
322,https://www.seek.com.au/job/37328273?type=standard
323,https://www.seek.com.au/job/37321314?type=standout
324,https://www.seek.com.au/job/37432642?type=standard
325,https://www.seek.com.au/job/37432641?type=standard
326,https://www.seek.com.au/job/37382303?type=standard
327,https://www.seek.com.au/job/37327762?type=standout
328,https://www.seek.com.au/job/37380048?type=standard
329,https://www.seek.com.au/job/37380047?type=standard
330,https://www.seek.com.au/job/37379633?type=standout
331,https://www.seek.com.au/job/37379134?type=standard
332,https://www.seek.com.au/job/37377237?type=standout
333,https://www.seek.com.au/job/37376332?type=standard
334,https://www.seek.com.au/job/37376270?type=standard
335,https://www.seek.com.au/job/37374970?type=standard
336,https://www.seek.com.au/job/37371189?type=standard
337,https://www.seek.com.au/job/37371086?type=standard
338,https://www.seek.com.au/job/37370911?type=standout
339,https://www.seek.com.au/job/37370599?type=standard
340,https://www.seek.com.au/job/37406397?type=standout
341,https://www.seek.com.au/job/37368396?type=standard
342,https://www.seek.com.au/job/37368327?type=standout
343,https://www.seek.com.au/job/37367214?type=standard
344,https://www.seek.com.au/job/37366923?type=standard
345,https://www.seek.com.au/job/37364637?type=standard
346,https://www.seek.com.au/job/37364507?type=standard
347,https://www.seek.com.au/job/37363498?type=standard
348,https://www.seek.com.au/job/37361613?type=standard
349,https://www.seek.com.au/job/37360929?type=standout
350,https://www.seek.com.au/job/37360782?type=standard
351,https://www.seek.com.au/job/37359371?type=standard
352,https://www.seek.com.au/job/37355618?type=standout
353,https://www.seek.com.au/job/37354437?type=standard
354,https://www.seek.com.au/job/37354310?type=standard
355,https://www.seek.com.au/job/37353983?type=standout
356,https://www.seek.com.au/job/37353703?type=standout
357,https://www.seek.com.au/job/37302438?type=standard
358,https://www.seek.com.au/job/37350748?type=standard
359,https://www.seek.com.au/job/37349933?type=standard
360,https://www.seek.com.au/job/37346140?type=standard
361,https://www.seek.com.au/job/37345737?type=standard
362,https://www.seek.com.au/job/37345321?type=standard
363,https://www.seek.com.au/job/37344671?type=standard
364,https://www.seek.com.au/job/36412622?type=standard
365,https://www.seek.com.au/job/37342019?type=standard
366,https://www.seek.com.au/job/37341401?type=standard
367,https://www.seek.com.au/job/37339193?type=standout
368,https://www.seek.com.au/job/37338994?type=standout
369,https://www.seek.com.au/job/37338670?type=standout
370,https://www.seek.com.au/job/37338401?type=standard
371,https://www.seek.com.au/job/37317641?type=standout
372,https://www.seek.com.au/job/37335710?type=standout
373,https://www.seek.com.au/job/37335300?type=standard
374,https://www.seek.com.au/job/37335108?type=standard
375,https://www.seek.com.au/job/37334947?type=standard
376,https://www.seek.com.au/job/37334792?type=standard
377,https://www.seek.com.au/job/37334674?type=standard
378,https://www.seek.com.au/job/37334357?type=standard
379,https://www.seek.com.au/job/37333568?type=standout
380,https://www.seek.com.au/job/37355898?type=standard
381,https://www.seek.com.au/job/37355736?type=standard
382,https://www.seek.com.au/job/37332073?type=standard
383,https://www.seek.com.au/job/37329433?type=standard
384,https://www.seek.com.au/job/37327917?type=standard
385,https://www.seek.com.au/job/37327142?type=standout
386,https://www.seek.com.au/job/37326755?type=standout
387,https://www.seek.com.au/job/37322649?type=standout
388,https://www.seek.com.au/job/37322345?type=standout
389,https://www.seek.com.au/job/37322344?type=standout
390,https://www.seek.com.au/job/37322049?type=standout
391,https://www.seek.com.au/job/37322048?type=standout
392,https://www.seek.com.au/job/37321500?type=standard
393,https://www.seek.com.au/job/37321174?type=standout
394,https://www.seek.com.au/job/37320233?type=standout
395,https://www.seek.com.au/job/37319802?type=standard
396,https://www.seek.com.au/job/37319631?type=standout
397,https://www.seek.com.au/job/37319429?type=standard
398,https://www.seek.com.au/job/37319189?type=standard
399,https://www.seek.com.au/job/37318380?type=standout
400,https://www.seek.com.au/job/37318365?type=standout
401,https://www.seek.com.au/job/37316839?type=standard
402,https://www.seek.com.au/job/37316764?type=standout
403,https://www.seek.com.au/job/37316630?type=standard
404,https://www.seek.com.au/job/37316207?type=standard
405,https://www.seek.com.au/job/37316206?type=standard
406,https://www.seek.com.au/job/37314729?type=standard
407,https://www.seek.com.au/job/37314159?type=standard
408,https://www.seek.com.au/job/37313957?type=standout
409,https://www.seek.com.au/job/37313907?type=standout
410,https://www.seek.com.au/job/37313495?type=standout
411,https://www.seek.com.au/job/37314271?type=standout
412,https://www.seek.com.au/job/37312222?type=standard
413,https://www.seek.com.au/job/37310486?type=standout
414,https://www.seek.com.au/job/37308046?type=standard
415,https://www.seek.com.au/job/37307955?type=standard
416,https://www.seek.com.au/job/37307739?type=standard
417,https://www.seek.com.au/job/37305692?type=standard
418,https://www.seek.com.au/job/37303754?type=standout
419,https://www.seek.com.au/job/37302895?type=standard
420,https://www.seek.com.au/job/37301480?type=standout
421,https://www.seek.com.au/job/37299416?type=standout
422,https://www.seek.com.au/job/37299415?type=standout
423,https://www.seek.com.au/job/37298582?type=standard
424,https://www.seek.com.au/job/37296658?type=standout
425,https://www.seek.com.au/job/37295852?type=standard
426,https://www.seek.com.au/job/37295490?type=standout
427,https://www.seek.com.au/job/37118604?type=standard
428,https://www.seek.com.au/job/37314374?type=standard
429,https://www.seek.com.au/job/37429212?type=standout
430,https://www.seek.com.au/job/37400944?type=standard
431,https://www.seek.com.au/job/37524840?type=standout
432,https://www.seek.com.au/job/37454645?type=standout
433,https://www.seek.com.au/job/37521113?type=standard
